term	estimate	std.error	statistic	p.value	conf.low	conf.high	model
(Intercept)	0.8049200025052002	0.004383721233334592	183.61569079357648	0	0.7963275836576691	0.8135124213527314	Linear model
treatmentTreatment	-0.7551432799242218	0.006910782605952858	-109.27029874644751	0	-0.7686889265458731	-0.7415976333025706	Linear model
postPost	-0.13867092840124648	0.005874177251007185	-23.60686824311779	1.1502417768199686e-121	-0.15018475162099965	-0.1271571051814933	Linear model
treatmentTreatment:postPost	0.22168228619228816	0.01215509195189833	18.237812356299514	9.295512096477935e-74	0.19785740417498002	0.2455071682095963	Linear model
postPost	-0.13935424516495173	0.005792693818866863	-24.056898141426625	7.52246835606776e-126	-0.1507084964647745	-0.12799999386512897	Linear model with fixed effect
treatmentTreatment:postPost	0.2233166727482781	0.011886302557517589	18.787732490204842	5.501474066767539e-78	0.20001834722238646	0.24661499827416974	Linear model with fixed effect
(Intercept)	0.8154360618525971	0.019264658948497847	42.328081905451036	0	0.7776758912506381	0.8531962324545561	Linear model assets weighted
treatmentTreatment	-0.7427949242442197	0.027144538083936152	-27.364434124734572	4.4230894755963074e-162	-0.7960002465756968	-0.6895896019127425	Linear model assets weighted
postPost	-0.022402856938785073	0.026677024478446325	-0.8397809492166354	0.4010405861216768	-0.07469181768040863	0.029886103802838484	Linear model assets weighted
treatmentTreatment:postPost	0.15949429076144908	0.05063301551674442	3.150005764691302	0.0016349165558826647	0.060249798081084785	0.2587387834418134	Linear model assets weighted
treatmentTreatment:postPost	0.15817279892248265	0.051020522417293934	3.1001799164029795	0.001934031245529165	NA	NA	Linear model assets weighted with fixed effect
(Intercept)	-84.67498566163547	9.009225274444656	-9.398697788346178	6.0592885806829815e-21	-102.33373596704402	-67.01623535622693	Event study
anio_fiscal	0.04247491462118926	0.004473299317984861	9.49520959852144	2.419736158954317e-21	0.033706915898622264	0.05124291334375626	Event study
treatmentTreatment	-0.8409491543278772	0.005156832822011318	-163.07473663648497	0	-0.8510569294579919	-0.8308413791977625	Event study
i(anio_fiscal, treatment, ref = 2014)2012:Control	-0.03654748036428775	0.010852448657123056	-3.3676713448719835	7.5938725073338e-4	-0.057819085324817	-0.015275875403758507	Event study
i(anio_fiscal, treatment, ref = 2014)2012:Treatment	0.12184680316796755	0.01234640045790443	9.869014340123611	6.344900600800827e-23	0.09764694177975784	0.14604666455617724	Event study
i(anio_fiscal, treatment, ref = 2014)2013:Control	-0.041157790979486145	0.006595330908450964	-6.240443663978767	4.4447528661176234e-10	-0.054085129140764174	-0.028230452818208115	Event study
i(anio_fiscal, treatment, ref = 2014)2013:Treatment	0.07094593038785998	0.009027453007252906	7.8589088562255665	4.055950586168537e-15	0.05325145237307695	0.08864040840264302	Event study
i(anio_fiscal, treatment, ref = 2014)2015:Control	-0.12030947751838425	0.006426775530820952	-18.7200372786345	1.405562200112858e-77	-0.1329064346274041	-0.10771252040936442	Event study
i(anio_fiscal, treatment, ref = 2014)2015:Treatment	0.01941034521691552	0.008064639645514725	2.406845943539571	0.016099325311340066	0.00360305286213293	0.03521763757169811	Event study
i(anio_fiscal, treatment, ref = 2014)2016:Control	-0.32995252503261674	0.011600774647137163	-28.442283818869146	1.0295313079389506e-174	-0.35269090448286716	-0.3072141455823663	Event study
i(anio_fiscal, treatment, ref = 2014)2016:Treatment	0.040916746943204164	0.008061204508698305	5.0757609361049765	3.8916285833287126e-7	0.02511618771157681	0.05671730617483152	Event study
i(anio_fiscal, treatment, ref = 2014)2017:Control	-0.42356266479320226	0.015596362090836122	-27.15778604820113	1.0053002195683914e-159	-0.45413269223119324	-0.3929926373552113	Event study
anio_fiscal2013	-0.01060434976616334	0.007217330055676956	-1.4692898460175374	0.14177205324611536	-0.02475102906358165	0.003542329531254971	Event study with fixed effects
anio_fiscal2014	-0.04015230186567029	0.00810509632246001	-4.953957395226058	7.339330730436736e-7	-0.05603909067316534	-0.024265513058175234	Event study with fixed effects
anio_fiscal2015	0.023199058927113315	0.011767526982117164	1.9714472686035378	0.04868836885425426	1.3354452559493843e-4	0.046264573328631695	Event study with fixed effects
anio_fiscal2016	0.08736353738840145	0.014109799136840979	6.191692492651681	6.084011965302447e-10	0.05970693836909047	0.11502013640771244	Event study with fixed effects
anio_fiscal2017	0.09151616556832541	0.014477200234615155	6.321399447768167	2.654365034054439e-10	0.0631394241329637	0.11989290700368713	Event study with fixed effects
i(anio_fiscal, treatment, ref = 2014)2012:Control	-0.1652615913294905	0.010110759489498484	-16.34512140271352	1.2946813044491213e-59	-0.18507967791384417	-0.14544350474513684	Event study with fixed effects
i(anio_fiscal, treatment, ref = 2014)2013:Control	-0.1142186026176019	0.008975845470109356	-12.72510795756941	6.237319845592487e-37	-0.13181214570199282	-0.09662505953321099	Event study with fixed effects
i(anio_fiscal, treatment, ref = 2014)2015:Control	-0.14202229664714075	0.010022569188686837	-14.170248563357495	2.4848952856513492e-45	-0.16166752153705882	-0.12237707175722268	Event study with fixed effects
i(anio_fiscal, treatment, ref = 2014)2016:Control	-0.37601935438415407	0.01480065375366083	-25.40559090446586	7.164516902996736e-140	-0.40503009664340234	-0.3470086121249058	Event study with fixed effects
i(anio_fiscal, treatment, ref = 2014)2017:Control	-0.42991024443173753	0.015404554499386661	-27.907995940347032	9.373214657542051e-168	-0.4601046917607762	-0.3997157971026989	Event study with fixed effects
(Intercept)	-2.1671485900878906	1021932.6288133983	-2.120637436348659e-6	0.9999983079761304	-2002953.3142491898	2002948.9799520096	Event study assets weighted
