r.squared	adj.r.squared	sigma	statistic	p.value	df	logLik	AIC	BIC	deviance	df.residual	nobs	model	within.r.squared	pseudo.r.squared
0.051409768859304664	0.05090519958742146	1.811172649072413	101.88842587939062	3.135887879369331e-64	3	-11358.88049502549	22727.76099005098	22760.952731615846	18501.153497178617	5640	5644	Linear model	NA	NA
0.0026758624190211145	-0.2943652503149641	NA	5.8329330252268905	0.0029524439561706096	NA	NA	NA	NA	2331.6275017558514	4348	5644	Linear model with fixed effect	NA	NA
0.022615794170599893	0.022095908954733234	1625.2802052210036	43.50151433503843	8.75640086618913e-28	3	-12401.026383880599	24812.052767761197	24845.24450932606	14898261604.525404	5640	5644	Linear model assets weighted	NA	NA
0.6937926515872883	0.6022265038920505	1036.5685684149694	NA	NA	NA	-5538.000509147114	13676.001018294228	22305.853825158745	NA	NA	5644	Linear model assets weighted with fixed effect	0.0028651266181749513	NA
0.053057723041148135	0.0518816059476932	1.8102407634694566	45.1126195991994	1.593482617123985e-62	7	-11353.973665041862	22725.947330083724	22785.69246490048	18469.01206005045	5636	5644	Event study	NA	NA
0.00553287013987624	-0.2930364087098336	NA	2.4146254497562056	0.007335464643888812	NA	NA	NA	NA	2324.9481509573698	4340	5644	Event study with fixed effects	NA	NA
0.027797559606970168	0.026590068996120042	1621.5412492078854	NA	NA	NA	-12722.858124819566	25461.716249639132	25514.823036142912	NA	NA	5644	Event study assets weighted	NA	NA
0.6947317775495159	0.603080972514267	1035.454628579446	NA	NA	NA	-5536.86745481053	13681.73490962106	22338.141109737466	NA	NA	5644	Event study assets weighted with fixed effects	0.005923300278244392	NA
