r.squared	adj.r.squared	sigma	statistic	p.value	df	logLik	AIC	BIC	deviance	df.residual	nobs	model	within.r.squared	pseudo.r.squared	population
0.009876337084971392	0.009319253253623816	2.0575999117192083	17.72863710849646	1.899917368051974e-11	3	-11419.593835246778	22849.187670493557	22882.098828431535	22574.181159241154	5332	5336	Linear model	NA	NA	all
0.006778785573667902	-0.30224506732968326	NA	13.885566527688303	9.773742655350246e-7	NA	NA	NA	NA	3940.43365964575	4069	5336	Linear model with fixed effect	NA	NA	all
0.004083215352747606	0.0035228720755641207	1364.8950806586597	7.286989099382647	7.116245330479909e-5	3	-10585.113803650056	21180.227607300112	21213.13876523809	9933188514.991508	5332	5336	Linear model assets weighted	NA	NA	all
0.7353118309645716	0.652531648178147	805.9780756178945	NA	NA	NA	-6759.564893500014	16063.129787000027	24435.728366421452	NA	NA	5336	Linear model assets weighted with fixed effect	6.351287699234431e-4	NA	all
0.010993167610751628	0.009693796772402452	2.0572109198225816	8.460377350562753	2.4752351050968797e-10	7	-11416.582710749293	22851.165421498587	22910.405505786945	22548.718143299382	5328	5336	Event study	NA	NA	all
0.010114088152310111	-0.300428795791043	NA	4.149297559944611	9.890802514181771e-6	NA	NA	NA	NA	3927.201422602182	4061	5336	Event study with fixed effects	NA	NA	all
0.004294785540893242	0.00298661427565039	1365.2622928934343	NA	NA	NA	-12317.636055763236	24651.272111526472	24703.929964227234	NA	NA	5336	Event study assets weighted	NA	NA	all
0.735564577069158	0.6526069979472933	805.8906812489288	NA	NA	NA	-6760.383870587202	16070.767741174404	24463.113015358616	NA	NA	5336	Event study assets weighted with fixed effects	0.0015894048117444104	NA	all
0.08525526433198359	0.08268334848661896	2.0267052007468425	33.148543520830856	1.7357608598191038e-20	3	-2274.246056431686	4558.492112863372	4583.373853215611	4382.738746773496	1067	1071	Linear model	NA	NA	treat_a
0.009449522025805224	-0.2909732173354307	NA	3.9160334357983935	0.020293136421886373	NA	NA	NA	NA	820.4812303953502	821	1071	Linear model with fixed effect	NA	NA	treat_a
0.017667322959401554	0.014905375413832744	1366.3128346164083	6.396690258563112	2.697217493618956e-4	3	-2171.703847911187	4353.407695822374	4378.289436174613	1991887083.094039	1067	1071	Linear model assets weighted	NA	NA	treat_a
0.7195968068247798	0.6327644838464067	834.2255969744273	NA	NA	NA	-1375.1514644006631	3258.3029288013263	4522.295338695054	NA	NA	1071	Linear model assets weighted with fixed effect	0.004934524255041595	NA	treat_a
0.08640311633940773	0.08038695624004355	2.0292404218125077	14.361837935220336	6.3067522645151e-18	7	-2273.573671332277	4565.147342664554	4609.934475298584	4377.239140957427	1063	1071	Event study	NA	NA	treat_a
0.021090632571938415	-0.28835550202709204	NA	1.7516110123694346	0.06566896036415432	NA	NA	NA	NA	810.8388013456102	813	1071	Event study with fixed effects	NA	NA	treat_a
0.017810538894051264	0.01134268731574306	1368.7813047139994	NA	NA	NA	-2454.14564040735	4924.2912808147	4964.1020653782825	NA	NA	1071	Event study assets weighted	NA	NA	treat_a
0.7214534470699927	0.6334012157009743	833.502071561053	NA	NA	NA	-1373.5188852572965	3263.037770514593	4546.935572690112	NA	NA	1071	Event study assets weighted with fixed effects	0.011523174647962042	NA	treat_a
0.04555390924172299	0.04356547988597648	2.108147468204044	22.90949342005822	1.7290158481052272e-14	3	-3123.893507024528	6257.787014049056	6284.16287564632	6399.771476680974	1440	1444	Linear model	NA	NA	treat_b
0.009017632294147686	-0.28596003291325967	NA	5.059427613382418	0.006496142736062157	NA	NA	NA	NA	1066.2749507304948	1112	1444	Linear model with fixed effect	NA	NA	treat_b
0.017171878167306663	0.015124319580155143	1344.6083547956275	8.386513712018424	1.5809661884029573e-5	3	-2880.45913225834	5770.91826451668	5797.294126113944	2603479144.012134	1440	1444	Linear model assets weighted	NA	NA	treat_b
0.7342901270213332	0.6536410598841769	797.3854369757232	NA	NA	NA	-1829.1604016082704	4332.32080321654	6110.053874872125	NA	NA	1444	Linear model assets weighted with fixed effect	0.0049001616408886894	NA	treat_b
0.04699226511174067	0.04234668423136623	2.109490258999566	10.115476691033777	2.106169959224325e-12	7	-3122.804628100145	6263.60925620029	6311.085807075365	6390.126983440982	1436	1444	Event study	NA	NA	treat_b
0.017429259099473935	-0.284284039057481	NA	1.9583223115502097	0.03455380255222005	NA	NA	NA	NA	1057.2242276806232	1104	1444	Event study with fixed effects	NA	NA	treat_b
0.017121641199700388	0.012330451428389733	1346.5141780937429	NA	NA	NA	-3355.094703392505	6726.18940678501	6768.390785340632	NA	NA	1444	Event study assets weighted	NA	NA	treat_b
0.7355756367468583	0.6543801121609751	796.5342618596668	NA	NA	NA	-1827.2416427108742	4334.483285421748	6128.041874035691	NA	NA	1444	Event study assets weighted with fixed effects	0.009714474732603784	NA	treat_b
0.0270075873940735	0.025683187558403042	2.139246334957145	20.392321613661686	4.931521826758806e-13	3	-4810.095987797451	9630.191975594902	9658.691187631886	10086.330239107183	2204	2208	Linear model	NA	NA	treat_c
0.003439865604310347	-0.30683791836677776	NA	2.9046384719999216	0.05504319981534786	NA	NA	NA	NA	1721.7506877111382	1683	2208	Linear model with fixed effect	NA	NA	treat_c
0.0135661270545979	0.012223431220280245	1389.014605805603	10.103648725097624	1.30767163107273e-6	3	-4546.626154462789	9103.252308925577	9131.751520962562	4252312911.611414	2204	2208	Linear model assets weighted	NA	NA	treat_c
0.7241093782740979	0.6371331334034172	841.8817783158094	NA	NA	NA	-2857.4420456908215	6774.884091381643	9795.800567302045	NA	NA	2208	Linear model assets weighted with fixed effect	3.6852261614206405e-5	NA	treat_c
0.0280229443989621	0.024930290131140675	2.1400727201789382	9.061130657421309	4.554824300702607e-11	7	-4808.943317533418	9635.886635066836	9687.18521673341	10075.804744838975	2200	2208	Event study	NA	NA	treat_c
0.006785933990144352	-0.3086707126470156	NA	1.1444098329331336	0.3248375386851806	NA	NA	NA	NA	1715.9697063678086	1675	2208	Event study with fixed effects	NA	NA	treat_c
0.014382594827476836	0.011246539447382409	1389.7012902534875	NA	NA	NA	-5163.561805574729	10343.123611149458	10388.722350408634	NA	NA	2208	Event study assets weighted	NA	NA	treat_c
0.724771594082267	0.6373557660534706	841.6234754142002	NA	NA	NA	-2857.368365375516	6780.736730751032	9818.752733893625	NA	NA	2208	Event study assets weighted with fixed effects	0.002437047671941195	NA	treat_c
0.017051358868827526	0.016033110967103248	1.991926251304563	16.74578345799004	8.747079582374864e-11	3	-6111.316560228375	12232.63312045675	12262.495450536624	11490.662472082578	2896	2900	Linear model	NA	NA	cit_more_stat
