term	estimate	std.error	statistic	p.value	conf.low	conf.high	model
(Intercept)	12.341150198325916	0.04020419285386612	306.96176996223824	0	12.26234742964607	12.419952967005763	Linear model
treatmentTreatment	0.8609104984855708	0.09547599048881546	9.017036577236894	2.07428239389693e-19	0.6737714998165351	1.0480494971546064	Linear model
postPost	0.2925183166464388	0.030310506149051557	9.650723587655825	5.354675326160467e-22	0.23310780159606456	0.351928831696813	Linear model
treatmentTreatment:postPost	-0.30915161427317484	0.08713348684305103	-3.548022987190142	3.8887944015004403e-4	-0.4799387765206337	-0.13836445202571596	Linear model
postPost	-0.08967565944831421	0.0217732791118108	-4.118610659782068	3.828122030318844e-5	-0.1323532821967034	-0.046998036699925014	Linear model with fixed effect
treatmentTreatment:postPost	-0.114649559652247	0.0664253779161711	-1.7259903255188833	0.08436577639385236	-0.24484938876699752	0.015550269462503527	Linear model with fixed effect
(Intercept)	12.295947750725839	0.04027170858872854	305.32471011590735	0	12.217016652296039	12.374878849155639	Linear model with time and fixed effects
treatmentTreatment	0.926648310334059	0.09500090538898373	9.754099779784971	1.7716548217799409e-22	0.7404499572729538	1.1128466633951644	Linear model with time and fixed effects
anio_refact2012	0.08945953492592684	0.036123152180022954	2.4765151856099727	0.013267198101416062	0.01865945764502233	0.16025961220683135	Linear model with time and fixed effects
anio_refact2013	0.06091193617258117	0.02679403579421298	2.273339359565125	0.023005737386205965	0.00839659101544668	0.11342728132971566	Linear model with time and fixed effects
anio_refact2015	0.032610637567434875	0.02564249183167057	1.2717421450889603	0.20346475100793665	-0.017647722896501954	0.08286899803137171	Linear model with time and fixed effects
anio_refact2016	0.5194535300812466	0.04192873866038597	12.388961525618784	2.999017716596711e-35	0.43727471238969795	0.6016323477727953	Linear model with time and fixed effects
anio_refact2017	0.6255164861740647	0.04813425484920802	12.995246070260018	1.3018835189298276e-38	0.5311750802469446	0.7198578921011849	Linear model with time and fixed effects
anio_fiscal::2012:treatment_num	-0.1252405127173688	0.08235129555340766	-1.5208080440719478	0.12830801519660373	-0.2866460860822613	0.03616506064752367	Linear model with time and fixed effects
anio_fiscal::2013:treatment_num	-0.09228640462938564	0.060306390062467484	-1.5302923045765486	0.12594439224604814	-0.2104847571894461	0.02591194793067482	Linear model with time and fixed effects
anio_fiscal::2015:treatment_num	-0.2510601669672585	0.07040954451672725	-3.565712130229929	3.6286951122057573e-4	-0.38906033838791354	-0.11305999554660351	Linear model with time and fixed effects
anio_fiscal::2016:treatment_num	-0.48999813323134056	0.11583166333764747	-4.230260699986702	2.3342063713533657e-5	-0.7170240216424981	-0.262972244820183	Linear model with time and fixed effects
anio_fiscal::2017:treatment_num	-0.4454485002006656	0.12243457315467582	-3.6382574686474807	2.744889470956054e-4	-0.6854158540463647	-0.20548114635496653	Linear model with time and fixed effects
(Intercept)	12.295947750725606	0.04028099644188183	305.2543093978926	0	12.216994440796396	12.374901060654816	Linear model with time
treatmentTreatment	0.9266483103343969	0.09502281542184489	9.751850713122195	1.994956505351938e-22	0.7403975603766212	1.1128990602921727	Linear model with time
anio_refact2012	0.08945953492609057	0.03613148325271281	2.475944159291435	0.013295325628512187	0.01863953424489083	0.1602795356072903	Linear model with time
anio_refact2013	0.060911936172705364	0.02680021529534508	2.272815180827489	0.023046177868880545	0.008381813005671132	0.1134420593397396	Linear model with time
anio_refact2015	0.03261063756764026	0.0256484057525696	1.2714489111812786	0.20358139312292775	-0.017661865782531143	0.08288314091781165	Linear model with time
anio_refact2016	0.5194535300813893	0.041938408673939415	12.386104921624707	3.986070995804555e-35	0.437251586970354	0.6016554731924246	Linear model with time
anio_refact2017	0.6255164861742699	0.048145356039269914	12.992249671267679	1.8290926163278582e-38	0.5311485322308984	0.7198844401176414	Linear model with time
treatmentTreatment:anio_refact2012	-0.12524051271767145	0.08237028821018991	-1.520457381405376	0.12840932146043135	-0.2866915062004337	0.036210480765090786	Linear model with time
treatmentTreatment:anio_refact2013	-0.09228640462960576	0.06032029850873055	-1.5299394550616912	0.12604498122831595	-0.2105180186378054	0.02594520937859386	Linear model with time
treatmentTreatment:anio_refact2015	-0.2510601669675583	0.07042578305077346	-3.5648899606349636	3.647203974651304e-4	-0.38909917214056977	-0.11302116179454677	Linear model with time
treatmentTreatment:anio_refact2016	-0.4899981332315748	0.11585837756253708	-4.229285301074475	2.3530871366345198e-5	-0.7170879075570039	-0.2629083589061457	Linear model with time
treatmentTreatment:anio_refact2017	-0.44544850020098153	0.12246281020686801	-3.6374185717975602	2.759646719414752e-4	-0.6854833817366256	-0.20541361866533744	Linear model with time
anio_refact2012	-0.28101821690649803	0.026348900433144085	-10.665273020387875	1.7652277902279342e-26	-0.3326644782847641	-0.22937195552823195	Firm clustered model with time
anio_refact2013	-0.11603211787125116	0.01992979967474433	-5.822041353395574	5.9091241042665596e-9	-0.15509635304986907	-0.07696788269263324	Firm clustered model with time
anio_refact2015	-0.13180701755864707	0.01913277232472146	-6.889070508006787	5.795693382981613e-12	-0.1693090060336747	-0.09430502908361943	Firm clustered model with time
anio_refact2016	-0.23739684775160463	0.02649638480660627	-8.959593902501565	3.560768708000848e-19	-0.2893321920280495	-0.18546150347515977	Firm clustered model with time
anio_refact2017	-0.2996967687663567	0.031487022165864645	-9.518104544394184	1.9737284028556036e-21	-0.3614142199718702	-0.23797931756084323	Firm clustered model with time
treatmentTreatment:anio_refact2012	0.003324885712872046	0.06395805320034512	0.05198541147675372	0.958540876685003	-0.1220387643267709	0.128688535752515	Firm clustered model with time
