term	estimate	std.error	statistic	p.value	conf.low	conf.high	model
(Intercept)	10.309973860914331	0.1066223733705877	96.69615799190592	0	10.100965058986715	10.518982662841948	Linear model
treatmentTreatment	0.42200572472223874	0.2749114031890843	1.5350608226024836	0.12480989442775377	-0.116895269509809	0.9609067189542865	Linear model
postPost	-2.7786115305904526	0.14416385932295586	-19.27398131292953	6.929540010283973e-81	-3.0612118382540627	-2.4960112229268425	Linear model
treatmentTreatment:postPost	-0.11587760529472871	0.38403714703081254	-0.3017354081255881	0.7628619064884412	-0.8686946872933174	0.6369394767038601	Linear model
postPost	-2.777692609792593	0.14241268489036057	-19.50453087750616	2.4954541004917868e-82	-3.0568696152137584	-2.4985156043714274	Linear model with fixed effect
treatmentTreatment:postPost	-0.11264022052116737	0.3782526438831381	-0.29779096681203315	0.7658724622333161	-0.8541432719749826	0.6288628309326478	Linear model with fixed effect
(Intercept)	15.555542096747638	0.3998803241672268	38.900493864365366	2.7339064802092067e-302	14.771667428684738	16.339416764810537	Linear model assets weighted
treatmentTreatment	1.3457480836556568	1.1209242279336782	1.2005700743362653	0.22995507257376538	-0.8515695986410201	3.543065765952334	Linear model assets weighted
postPost	-1.4407624424596062	0.3973252821433684	-3.62615344960538	2.895394777829362e-4	-2.21962853021161	-0.6618963547076023	Linear model assets weighted
treatmentTreatment:postPost	-0.14679425066424576	1.1565563807324812	-0.12692355782195125	0.8990042263224622	-2.413960685848918	2.1203721845204266	Linear model assets weighted
treatmentTreatment:postPost	-0.19410420383000976	1.1509222947506246	-0.1686510068623418	0.8660711574894893	NA	NA	Linear model assets weighted with fixed effect
(Intercept)	4047.1529984160143	297.0080664624463	13.626407681852426	8.487115244231893e-42	3464.9364496514513	4629.369547180578	Event study
anio_fiscal	-2.0038934678512894	0.14747172633291036	-13.588323115765228	1.4116228542297448e-41	-2.2929781400911775	-1.7148087956114013	Event study
treatmentTreatment	1.1736217725295819	0.20235312244403875	5.799869843145859	6.898859849083184e-9	0.7769546449854294	1.5702889000737343	Event study
i(anio_fiscal, treatment, ref = 2014)2012:Control	-5.809608742900681	0.3296982696841848	-17.6209864506285	3.6460720175158588e-68	-6.455906976465476	-5.163310509335886	Event study
i(anio_fiscal, treatment, ref = 2014)2012:Treatment	-7.450782612172482	0.5479946878308701	-13.596450435797012	1.2665274810422112e-41	-8.525001166874747	-6.376564057470217	Event study
i(anio_fiscal, treatment, ref = 2014)2013:Control	-3.3186768152465222	0.19099679851145457	-17.37556252832946	2.298535372539525e-66	-3.6930824607863886	-2.944271169706656	Event study
i(anio_fiscal, treatment, ref = 2014)2013:Treatment	-3.983637788774171	0.38684837055618504	-10.297672400808512	1.0432500371540423e-24	-4.741965755697907	-3.225309821850435	Event study
i(anio_fiscal, treatment, ref = 2014)2015:Control	0.669038523073279	0.18800724260692014	3.5585784557889855	3.751104458315943e-4	0.3004932197854197	1.0375838263611383	Event study
i(anio_fiscal, treatment, ref = 2014)2015:Treatment	-0.22443259995880768	0.2966627868767984	-0.7565242756652611	0.44935804770154664	-0.8059723068749014	0.357107106957286	Event study
